id,name,nameFull,url,profile,slogan,baseInfo,teamInfo,analysis,report,AICInfo
27666,e代理,博恩惠尔信息科技（上海）有限公司,https://www.itjuzi.com/company/27666,"海外资产配置平台,成立于2015年9月，目前C轮，总融资额约25.61亿人民币,海外资产配置平台,成立于2015年9月，目前C轮，总融资额约25.61亿人民币,海外资产配置平台,成立于2015年9月，目前C轮，总融资额约25.61亿人民币","[""标签："",""金融"",""理财"",""海外置业"",""财富管理"",""基金"",""房产金融"",""海外投资"",""房地产投资"",""连续获投"",""融资节奏快""]","[""e代理是一家专注于海外资产配置的互联网金融公司，也是一家致力于提升行业效率的产业互联网公司。e代理直接对接优质的海外资产和顶尖的专业投顾，提供固定收益、私募股权、海外基金、海外保险、海外置业等多元化产品，通过“小B赋能”为广大财富管理行业从业者和机构提供优质服务。"",""博恩惠尔信息科技（上海）有限公司"",""成立于："",""2015.9"",""公司规模："",""100-150人"",""运营中""]","[""何文迪"",""CEO"",""何文迪，e代理创始人、CEO。互联网行业连续创业者，在互联网、销售、金融、大健康和留学咨询领域拥有丰富的经验和广泛的人脉。何文迪在美国完成了高中和本科学业，毕业于美国宾夕法尼亚大学；期间就职于Eynon\nAssociates，成功将中国汽车零部件销给美国汽车公司。何文迪毕业后加入香港摩根士丹利私人财富管理部，为大中华地区的高净值客户提供财富管理和投融资建议，并对互联网行业进行了深入的研究何文迪创立了Hi基因，一家互联网基因检测和大数据健康管理公司，负责团队建立、战略制定、日常运营和对外合作，产品上线数月销售额突破50万元。何文迪利用余时间担任私人留学顾问，并帮助数名中国学生进入美国常春藤大学。""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""金融 \u0026gt; 理财\"" data-condition=\""scope=12\u0026amp;sub_scope=17\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""85\"",\""175\"",\""139\"",\""74\"",\""40\""],\""financing_amount\"":[13.64,43.78,124.36,92.57,26.95]}'\u003e\u003c/div\u003e""]","{""2017中国高净值客户海外置业展望.pdf"":""http://radar.itjuzi.com/report?word=2017中国高净值客户海外置业展望.pdf"",""胡润百富：2017中国高净值人群海外置业展望"":""http://radar.itjuzi.com/report?word=胡润百富：2017中国高净值人群海外置业展望"",""2017万国置地中国高净值人群海外置业趋势报告"":""http://radar.itjuzi.com/report?word= 2017万国置地中国高净值人群海外置业趋势报告"",""EY 《中国走出去》第五期"":""http://radar.itjuzi.com/report?word=EY 《中国走出去》第五期"",""中国在北美和欧洲地区海外M\u0026A项目趋势和预测.pdf"":""http://radar.itjuzi.com/report?word=中国在北美和欧洲地区海外M\u0026A项目趋势和预测.pdf"",""中国企业海外并购及并购后整合现状调查：并购活跃，整合滞后.pdf"":""http://radar.itjuzi.com/report?word=中国企业海外并购及并购后整合现状调查：并购活跃，整合滞后.pdf""}",[]
56014,同有科技,北京同有飞骥科技股份有限公司,https://www.itjuzi.com/company/56014,"大数据存储架构提供商,成立于1998年11月，总融资额约3.61亿人民币","[""标签："",""企业服务"",""数据服务"",""大数据营销"",""数据存储"",""金融大数据"",""大数据基础架构""]","[""同有科技是一家大数据存储架构提供商，提供贴近大数据典型应用的创新技术、产品和解决方案，拥有覆盖全国的营销服务网络，为政府、军队军工、科研院所、金融、能源等行业应需定制贴近应用的产品和解决方案。"",""北京同有飞骥科技股份有限公司"",""成立于："",""1998.11"",""公司规模："",""150-300人"",""运营中""]","[""周泽湘"",""CEO"",""周泽湘是周泽湘的董事长，毕业于清华大学""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""企业服务 \u0026gt; 数据服务\"" data-condition=\""scope=126\u0026amp;sub_scope=249\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""96\"",\""167\"",\""280\"",\""267\"",\""164\""],\""financing_amount\"":[27.85,54.42,95.51,79.69,82.02]}'\u003e\u003c/div\u003e""]","{""2017中国大数据产业地图"":""http://radar.itjuzi.com/report?word=2017中国大数据产业地图"",""华为 全面云化网络专刊创刊号"":""http://radar.itjuzi.com/report?word=华为 全面云化网络专刊创刊号"",""全融合时代的云IT新架构v2_1"":""http://radar.itjuzi.com/report?word=全融合时代的云IT新架构v2_1"",""大数据系列报告之一： 工业大数据白皮书"":""http://radar.itjuzi.com/report?word=大数据系列报告之一： 工业大数据白皮书"",""《5G网络架构设计》白皮书"":""http://radar.itjuzi.com/report?word=《5G网络架构设计》白皮书 "",""5G网络架构：顶层设计理念.pdf"":""http://radar.itjuzi.com/report?word=5G网络架构：顶层设计理念.pdf""}","[""北京同有飞骥科技股份有限公司"",""注册资本:"",""42147.0万"",""人民币"",""成立时间:"",""1998-11-03"",""法人代表:"",""周泽湘"",""公司类型:"",""股份有限公司（上市、自然人投资或控股）"",""地址:"",""北京市海淀区地锦路9号院2号楼-1至4层101""]"
73917,先导药物,成都先导药物开发有限公司,https://www.itjuzi.com/company/73917,"拥有DNA编码化合物库合成及筛选技术,成立于2012年2月，目前B轮，总融资额约2.8亿人民币","[""标签："",""医疗健康"",""生物技术和制药"",""生物生命科学"",""药物研发"",""医药服务"",""基因及生物技术""]","[""先导药物是一家拥有DNA编码化合物库合成及筛选技术自主发明专利的企业，致力于为创新药物研发过程中先导化合物的发现扫清技术壁垒，推动原创小分子药物研发。"",""成都先导药物开发有限公司"",""成立于："",""2012.2"",""公司规模："",""100-150人"",""运营中""]",[],"[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""医疗健康 \u0026gt; 生物技术和制药\"" data-condition=\""scope=47\u0026amp;sub_scope=215\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""65\"",\""144\"",\""250\"",\""225\"",\""190\""],\""financing_amount\"":[29.64,101.14,170.82,208.06,194.25]}'\u003e\u003c/div\u003e""]","{""单克隆抗体行业专题报告"":""http://radar.itjuzi.com/report?word=单克隆抗体行业专题报告"",""创新药行业深度研究之二：创新药价值评估初探.pdf"":""http://radar.itjuzi.com/report?word=创新药行业深度研究之二：创新药价值评估初探.pdf"",""圣兆药物—微球技术国内领先，后劲十足蓄势爆发"":""http://radar.itjuzi.com/report?word=圣兆药物—微球技术国内领先，后劲十足蓄势爆发"",""生物药行业投资指南"":""http://radar.itjuzi.com/report?word=生物药行业投资指南"",""生物药行业专题报告：立足全球、展望国内的生物药行业投资指南.pdf"":""http://radar.itjuzi.com/report?word=生物药行业专题报告：立足全球、展望国内的生物药行业投资指南.pdf"",""化学制药行业深度研究报告"":""http://radar.itjuzi.com/report?word=化学制药行业深度研究报告""}","[""成都先导药物开发有限公司"",""注册资本:"",""12461.0592万"",""人民币"",""成立时间:"",""2012-02-22"",""法人代表:"",""JIN LI"",""公司类型:"",""有限责任公司（中外合资）"",""地址:"",""四川省成都高新区冯家湾工业园科园南路88号3号研发楼1001号""]"
22106,快狗速运																			/ GoGoVan,高高信息科技（上海）有限公司　,https://www.itjuzi.com/company/22106,"一个同城货运及物流平台,成立于2014年6月，总融资额约21.22亿人民币,一个同城货运及物流平台,成立于2014年6月，总融资额约21.22亿人民币","[""标签："",""物流"",""货运物流"",""同城配送"",""同城货运"",""物流运输"",""连续获投"",""融资节奏快""]","[""快狗速运，为香港GoGoVan(即高高客货车)的中国内地版。是一家致力于同城配送的O2O物流信息服务平台，为用户提供最佳物流解决方案。快狗速运整合海量优质货运车辆，同时也为社会大众提供搬家、拉货、配送、出租、包车服务，为您配对就近的面包车和货车司机，一键下单，全城在线司机，随叫随到。"",""高高信息科技（上海）有限公司"",""成立于："",""2014.6"",""公司规模："",""1000-2000人"",""运营中""]","[""关俊文"",""创始人"",""关俊文，快狗速运创始人""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""物流 \u0026gt; 货运物流\"" data-condition=\""scope=211\u0026amp;sub_scope=233\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""30\"",\""59\"",\""68\"",\""64\"",\""23\""],\""financing_amount\"":[6.84,19.17,77.01,44.59,57.81]}'\u003e\u003c/div\u003e""]","{""2017年中国共享货运行业发展分析报告"":""http://radar.itjuzi.com/report?word=2017年中国共享货运行业发展分析报告"",""互联网+物流市场专题分析"":""http://radar.itjuzi.com/report?word=互联网+物流市场专题分析"",""2017中国“互联网+物流”市场专题分析.pdf"":""http://radar.itjuzi.com/report?word=2017中国“互联网+物流”市场专题分析.pdf"",""东北证券交运行业2018年年度策略报告：铁路改革元年，航空供需改善强劲"":""http://radar.itjuzi.com/report?word=东北证券交运行业2018年年度策略报告：铁路改革元年，航空供需改善强劲"",""中国物流B2B行业发展报告（2017）"":""http://radar.itjuzi.com/report?word=中国物流B2B行业发展报告（2017）"",""中国快递行业专题研究.pdf"":""http://radar.itjuzi.com/report?word=中国快递行业专题研究.pdf""}","[""高高信息科技（上海）有限公司"",""注册资本:"",""2200.0万"",""人民币"",""成立时间:"",""2014-06-10"",""法人代表:"",""关俊文"",""公司类型:"",""有限责任公司（港澳台法人独资）"",""地址:"",""中国（上海）自由贸易试验区马吉路28号20层2003C室""]"
32676918,超脑链																			/ Ultrain,浙江超脑时空科技有限公司,https://www.itjuzi.com/company/32676918,"智能区块链操作系统,成立于2017年10月，目前A轮，23位投资人，总融资额约1.64亿人民币","[""标签："",""工具软件"",""系统工具"",""操作系统"",""区块链底层技术"",""区块链工具""]","[""超脑链是一个智能区块链操作系统，采用了主侧链的多链架构体系，针对主侧链有两个共识机制，主链采用随机可信拜占庭共识，侧链采用随机可信权益机制，选取随机数最小的定为出块节点。"",""浙江超脑时空科技有限公司"",""成立于："",""2017.10"",""公司规模："",""10-15人"",""运营中""]","[""郭睿"",""创始人兼CEO"",""前阿里巴巴安全事业群技术总监，数据团队负责人。"",""反馈"",""李宁"",""联合创始人兼CTO"",""超过11年的互联网从业经验，曾任支付宝区块链团队首席架构师与阿里云OS操作系统核心架构师。"",""反馈"",""廖志宇"",""CSO"",""先烽资本创始人，拥有近10年投资与企业运营经验；曾任欧洲投行意志高驰中国区创始CEO、奇虎360智能硬件投资总经理。"",""反馈"",""胡烨川"",""CMO"",""拥有超过6年社群运营经验，中欧设品的联合创始人，欧洲ThingsCon物联网社区中国区负责人，杭州TEDx创始策展人。""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""工具软件 \u0026gt; 系统工具\"" data-condition=\""scope=161\u0026amp;sub_scope=165\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""23\"",\""35\"",\""39\"",\""15\"",\""6\""],\""financing_amount\"":[39.46,28.89,32.49,9.45,1.35]}'\u003e\u003c/div\u003e""]","{""计算机行业云计算大数据区块链2016：大数据的直立行走，区块链及人工智能"":""http://radar.itjuzi.com/report?word=计算机行业云计算大数据区块链2016：大数据的直立行走，区块链及人工智能"",""摩根大通区块链在资产管理中的应用"":""http://radar.itjuzi.com/report?word=摩根大通区块链在资产管理中的应用"",""2017年火币区块链资产评估报告.pdf"":""http://radar.itjuzi.com/report?word=2017年火币区块链资产评估报告.pdf"",""区块链重塑金融市场：开拓者引领风潮_20页"":""http://radar.itjuzi.com/report?word=区块链重塑金融市场：开拓者引领风潮_20页"",""区块链行业研究报告"":""http://radar.itjuzi.com/report?word=区块链行业研究报告"",""赵鹞—基于区块链技术的票据"":""http://radar.itjuzi.com/report?word=赵鹞—基于区块链技术的票据""}",[]
9096,欧瑞博ORVIBO,深圳市欧瑞博科技有限公司,https://www.itjuzi.com/company/9096,"智能家居解决方案提供商,成立于2008年1月，目前B轮，总融资额约2.18亿人民币,智能家居解决方案提供商,成立于2008年1月，目前B轮，总融资额约2.18亿人民币,智能家居解决方案提供商,成立于2008年1月，目前B轮，总融资额约2.18亿人民币,智能家居解决方案提供商,成立于2008年1月，目前B轮，总融资额约2.18亿人民币,智能家居解决方案提供商,成立于2008年1月，目前B轮，总融资额约2.18亿人民币","[""标签："",""硬件"",""智能家居"",""智能插座"",""物联网应用"",""精致生活"",""连续获投""]","[""购买数据请联系 hello@itjuzi.com"",""欧瑞博（ORVIBO）是一家专注于物联网、智能家居、智能硬件的技术公司，致力于创造设计与技术结合的家居产品体验，追求科技与人文相结合的高品质家居生活方式。"",""深圳市欧瑞博科技有限公司"",""成立于："",""2008.1"",""公司规模："",""暂未收录"",""运营中""]","[""王雄辉"",""CEO"",""王雄辉，欧瑞博创始人、CEO，专注物联网与智能硬件 倡导智能家居平民化 。""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""硬件 \u0026gt; 智能家居\"" data-condition=\""scope=103\u0026amp;sub_scope=104\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""74\"",\""111\"",\""129\"",\""104\"",\""61\""],\""financing_amount\"":[13.21,25.68,50.93,66.82,54.46]}'\u003e\u003c/div\u003e""]","{""十大智能家居系统解决方案"":""http://radar.itjuzi.com/report?word=十大智能家居系统解决方案"",""【行业】2017年家电数码消费趋势研究报告_.pdf"":""http://radar.itjuzi.com/report?word=【行业】2017年家电数码消费趋势研究报告_.pdf"",""充电设备行业充电桩Alpha系列之特斯拉充电设备国标化：特斯拉充电组合"":""http://radar.itjuzi.com/report?word=充电设备行业充电桩Alpha系列之特斯拉充电设备国标化：特斯拉充电组合"",""充电桩行业深度研究：从理想照进现实.pdf"":""http://radar.itjuzi.com/report?word=充电桩行业深度研究：从理想照进现实.pdf"",""艾媒咨询：2017q1中国共享充电宝市场研究报告"":""http://radar.itjuzi.com/report?word=艾媒咨询：2017q1中国共享充电宝市场研究报告"",""【行业】2017Q1中国共享充电宝市场研究报告_.pdf"":""http://radar.itjuzi.com/report?word=【行业】2017Q1中国共享充电宝市场研究报告_.pdf""}",[]
42755,超级电																			/ 紫帆科技,深圳市紫帆科技开发有限公司,https://www.itjuzi.com/company/42755,"为新能源车主提供移动充电解决方案的公司,成立于2015年12月，目前种子轮","[""标签："",""汽车交通"",""汽车后服务"",""车主服务"",""充电桩"",""新能源"",""新能源汽车"",""能源设备"",""汽车后市场"",""能源工业"",""能源电力""]","[""超级电是一家为新能源车主提供移动充电解决方案的公司，专注于提供充电需求发送，电桩监控、预约、查找等服务，隶属于深圳市紫帆科技开发有限公司。"",""深圳市紫帆科技开发有限公司"",""成立于："",""2015.12"",""公司规模："",""不明确"",""运营中""]","[""赵紫州"",""公司负责人"",""全额奖学金毕业于加州大学伯克利分校；\r\n曾在美国劳伦斯伯克利国家实验室从事科研工作；\r\n参与美国太空总署研发空间新能源光伏材料及电化学研究；\r\n深圳市青年科技人才协会常务理事；\r\n美籍华人，多次创业者。"",""反馈"",""徐庆强"",""公司负责人"",""加州大学伯克利分校，卡耐基梅隆大学；\n16年工作经验，在华10年以上；\n曾任快递龙头企业CTO；\n全球500强企业高管以及多年管理咨询经验；\n4项专利发明者；\n美籍华人，成功创办过两家科技公司。""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""汽车交通 \u0026gt; 汽车后服务\"" data-condition=\""scope=28\u0026amp;sub_scope=31\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""48\"",\""151\"",\""85\"",\""78\"",\""36\""],\""financing_amount\"":[9.99,74.32,37.65,65.71,23.53]}'\u003e\u003c/div\u003e""]","{""充电设施行业深度：充电桩行业机会确定，充电运营将迎来拐点.pdf"":""http://radar.itjuzi.com/report?word=充电设施行业深度：充电桩行业机会确定，充电运营将迎来拐点.pdf"",""北京市直流充电桩质量测评报告.pdf"":""http://radar.itjuzi.com/report?word=北京市直流充电桩质量测评报告.pdf"",""充电桩行业深度研究：从理想照进现实.pdf"":""http://radar.itjuzi.com/report?word=充电桩行业深度研究：从理想照进现实.pdf"",""充电桩建设在爆发风口.pdf"":""http://radar.itjuzi.com/report?word=充电桩建设在爆发风口.pdf"",""电力电子行业系列报告2：百花齐放，掘金充电桩千亿市场.pdf"":""http://radar.itjuzi.com/report?word=电力电子行业系列报告2：百花齐放，掘金充电桩千亿市场.pdf"",""新能源车放量助推充电设施放量增长"":""http://radar.itjuzi.com/report?word=新能源车放量助推充电设施放量增长""}","[""深圳市紫帆科技开发有限公司"",""注册资本:"",""500.0万"",""人民币"",""成立时间:"",""2015-12-07"",""法人代表:"",""Zizhou Zhao"",""公司类型:"",""其他有限责任公司"",""地址:"",""深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）""]"
65539,喵居,武汉喵居科技有限公司,https://www.itjuzi.com/company/65539,"智慧社区运营服务商,成立于2015年12月，目前天使轮,智慧社区运营服务商,成立于2015年12月，目前天使轮","[""标签："",""本地生活"",""小区服务"",""智慧小区"",""物业""]","[""购买数据请联系 hello@itjuzi.com"",""喵居是一家智慧社区运营服务商，企业定位是打造社区运营的平台，主打社区便民和民生服务，为物业公司提供运营方案，产品喵居系列产品喵居、喵管家和喵警官APP，隶属于武汉喵居科技有限公司。"",""itjuzi是一家数据服务公司"",""武汉喵居科技有限公司"",""成立于："",""2015.12"",""公司规模："",""不明确"",""运营中""]","[""张杨"",""CEO"",""张杨，为武汉喵居科技有限公司创始人"",""反馈"",""石亚军"",""CTO"",""擅长互联网研发团队搭建和产品研发管理，在互联网、旅行、电子商务、物联网、智慧社区等行业有过17年以上IT工作经验。""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""本地生活 \u0026gt; 小区服务\"" data-condition=\""scope=70\u0026amp;sub_scope=73\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""26\"",\""68\"",\""35\"",\""22\"",\""12\""],\""financing_amount\"":[10.15,18.71,17.17,15.45,7.52]}'\u003e\u003c/div\u003e""]","{""房地产行业深度研究报告：物业龙头成长三段论"":""http://radar.itjuzi.com/report?word=房地产行业深度研究报告：物业龙头成长三段论"",""物业管理服务行业研究报告"":""http://radar.itjuzi.com/report?word=物业管理服务行业研究报告"",""2016 中国物业服务百强企业研究报告"":""http://radar.itjuzi.com/report?word=2016 中国物业服务百强企业研究报告"",""物业行业深度研究：蹒跚十载，静待花开"":""http://radar.itjuzi.com/report?word=物业行业深度研究：蹒跚十载，静待花开"",""万科深度研究.pdf"":""http://radar.itjuzi.com/report?word=万科深度研究.pdf""}","[""武汉喵居科技有限公司"",""注册资本:"",""90.0万"",""人民币"",""成立时间:"",""2015-12-11"",""法人代表:"",""张杨"",""公司类型:"",""有限责任公司（自然人投资或控股）"",""地址:"",""武汉市东湖新技术开发区光谷大道77号金融后台服务中心基地建设项目A1栋8层01室""]"
32870406,中潜股份,中潜股份有限公司,https://www.itjuzi.com/company/32870406,"海洋潜水装备相关业务领域,成立于2003年4月","[""标签："",""硬件"",""其他硬件服务""]","[""中潜股份主营海洋潜水装备、潜水培训、潜水旅游等业务，产品销往欧洲、美洲、亚洲等全球60多个国家和地区。"",""中潜股份有限公司"",""成立于："",""2003.4"",""公司规模："",""2000人以上"",""运营中""]",[],"[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""硬件 \u0026gt; 其他硬件服务\"" data-condition=\""scope=103\u0026amp;sub_scope=199\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""159\"",\""382\"",\""487\"",\""318\"",\""123\""],\""financing_amount\"":[100.91,266.46,354.9,205.14,126.55]}'\u003e\u003c/div\u003e""]",{},"[""中潜股份有限公司"",""注册资本:"",""17146.4816万"",""人民币"",""成立时间:"",""2003-04-10"",""法人代表:"",""张顺"",""公司类型:"",""股份有限公司（台港澳与境内合资、上市）"",""地址:"",""广东省惠州市惠阳区新圩镇长布村""]"
57251,艺伴																			/ 圣显教育,北京圣显教育科技有限公司,https://www.itjuzi.com/company/57251,"垂直美术教育领域的互联网企业,成立于2015年9月，目前A轮，2位投资人，总融资额约1360万人民币","[""标签："",""教育"",""兴趣教育"",""录播"",""教育综合服务"",""素质教育"",""教育直播""]","[""购买数据请联系 hello@itjuzi.com"",""艺伴是一家垂直美术教育领域的互联网企业。聚集画室的录播和直播教学资源，为广大美术艺考生提供线上学习资源，帮助艺考生获取艺考学习资源从而提高学习效率、全面了解画室教学和教研实力从而选择更优质的画室。隶属于北京圣显教育科技有限公司。"",""北京圣显教育科技有限公司"",""成立于："",""2015.9"",""公司规模："",""15-30人"",""运营中""]","[""席梦颖"",""创始人"",""席梦颖，艺伴创始人，北京邮电大学工商管理硕士。""]","[""\u003cdiv id=\""echart\"" chart-title=\""投融资趋势\"" chart-sub-title=\""教育 \u0026gt; 兴趣教育\"" data-condition=\""scope=1\u0026amp;sub_scope=9\"" data-json='{\""time\"":[2014,2015,2016,2017,\""2018\""],\""event_count\"":[\""25\"",\""63\"",\""61\"",\""59\"",\""47\""],\""financing_amount\"":[2.41,5.02,7.2,11.81,12.18]}'\u003e\u003c/div\u003e""]","{""中国在线职业教育产业研究报告"":""http://radar.itjuzi.com/report?word=中国在线职业教育产业研究报告"",""2017年中国成人在线外语教育行业白皮书."":""http://radar.itjuzi.com/report?word=2017年中国成人在线外语教育行业白皮书."",""直播互动教育行业研究报告"":""http://radar.itjuzi.com/report?word=直播互动教育行业研究报告"",""艾瑞咨询：2017年中国直播互动教育行业研究报告"":""http://radar.itjuzi.com/report?word=艾瑞咨询：2017年中国直播互动教育行业研究报告"",""【行业】2017年中国直播互动教育行业研究报告.pdf"":""http://radar.itjuzi.com/report?word=【行业】2017年中国直播互动教育行业研究报告.pdf"",""中国互联网教育产业生态图谱2015"":""http://radar.itjuzi.com/report?word=中国互联网教育产业生态图谱2015""}","[""北京圣显教育科技有限公司"",""注册资本:"",""10.0万"",""人民币"",""成立时间:"",""2015-09-22"",""法人代表:"",""席梦颖"",""公司类型:"",""有限责任公司（自然人投资或控股）"",""地址:"",""北京市海淀区信息路甲28号C座(二层)02A室-428号""]"
